Hugo_Symbol	type	freq	data	class	n.samples	n.patients
PMS2	all	0.001	breast_msk_2018	Metastasis	911	836
PHOX2B	all	0.001	breast_msk_2018	Metastasis	911	836
PRKAR1A	all	0.001	breast_msk_2018	Metastasis	911	836
VHL	all	0.001	breast_msk_2018	Metastasis	911	836
GNAQ	all	0.001	breast_msk_2018	Metastasis	911	836
IDH2	all	0.001	breast_msk_2018	Metastasis	911	836
CD79B	all	0.001	breast_msk_2018	Metastasis	911	836
CDK6	all	0.001	breast_msk_2018	Metastasis	911	836
SRC	all	0.001	breast_msk_2018	Metastasis	911	836
PIM1	all	0.001	breast_msk_2018	Metastasis	911	836
PIK3CA	HR+	0.4162	breast_msk_2018	Primary	733	713
CDH1	HR+	0.0797	breast_msk_2018	Primary	733	713
MAP3K1	HR+	0.05	breast_msk_2018	Primary	733	713
KMT2C	HR+	0.0365	breast_msk_2018	Primary	733	713
PTEN	HR+	0.0405	breast_msk_2018	Primary	733	713
AKT1	HR+	0.0554	breast_msk_2018	Primary	733	713
GATA3	HR+	0.027	breast_msk_2018	Primary	733	713
SF3B1	HR+	0.0297	breast_msk_2018	Primary	733	713
BRCA2	HR+	0.0216	breast_msk_2018	Primary	733	713
ARID1A	HR+	0.023	breast_msk_2018	Primary	733	713
ERBB2	HR+	0.0189	breast_msk_2018	Primary	733	713
NF1	HR+	0.0135	breast_msk_2018	Primary	733	713
ERBB3	HR+	0.0203	breast_msk_2018	Primary	733	713
ATM	HR+	0.0122	breast_msk_2018	Primary	733	713
KMT2A	HR+	0.0095	breast_msk_2018	Primary	733	713
PIK3CG	HR+	0.0108	breast_msk_2018	Primary	733	713
NOTCH1	HR+	0.0162	breast_msk_2018	Primary	733	713
NCOR1	HR+	0.027	breast_msk_2018	Primary	733	713
CBFB	HR+	0.023	breast_msk_2018	Primary	733	713
MAP2K4	HR+	0.0216	breast_msk_2018	Primary	733	713
JAK3	HR+	0.0041	breast_msk_2018	Primary	733	713
ASXL1	HR+	0.0027	breast_msk_2018	Primary	733	713
RUNX1	HR+	0.0162	breast_msk_2018	Primary	733	713
TBX3	HR+	0.0162	breast_msk_2018	Primary	733	713
PTPRD	HR+	0.0122	breast_msk_2018	Primary	733	713
NSD1	HR+	0.0108	breast_msk_2018	Primary	733	713
CDKN2A	HR+	0.0108	breast_msk_2018	Primary	733	713
CREBBP	HR+	0.0108	breast_msk_2018	Primary	733	713
ARID5B	HR+	0.0122	breast_msk_2018	Primary	733	713
MEN1	HR+	0.0122	breast_msk_2018	Primary	733	713
KMT2D	HR+	0.0108	breast_msk_2018	Primary	733	713
SETD2	HR+	0.0068	breast_msk_2018	Primary	733	713
DDR2	HR+	0.0081	breast_msk_2018	Primary	733	713
STK11	HR+	0.0095	breast_msk_2018	Primary	733	713
CTCF	HR+	0.0108	breast_msk_2018	Primary	733	713
EGFR	HR+	0.0108	breast_msk_2018	Primary	733	713
EP300	HR+	0.0054	breast_msk_2018	Primary	733	713
PTCH1	HR+	0.0068	breast_msk_2018	Primary	733	713
FOXP1	HR+	0.0081	breast_msk_2018	Primary	733	713
RECQL4	HR+	0.0068	breast_msk_2018	Primary	733	713
FLT1	HR+	0.0041	breast_msk_2018	Primary	733	713
ESR1	HR+	0.023	breast_msk_2018	Primary	733	713
PTPRT	HR+	0.0095	breast_msk_2018	Primary	733	713
CDKN1B	HR+	0.0095	breast_msk_2018	Primary	733	713
ALK	HR+	0.0081	breast_msk_2018	Primary	733	713
PIK3CB	HR+	0.0054	breast_msk_2018	Primary	733	713
XPO1	HR+	0.0054	breast_msk_2018	Primary	733	713
ATR	HR+	0.0054	breast_msk_2018	Primary	733	713
FLT4	HR+	0.0081	breast_msk_2018	Primary	733	713
SMAD4	HR+	0.0081	breast_msk_2018	Primary	733	713
BRIP1	HR+	0.0041	breast_msk_2018	Primary	733	713
IKZF1	HR+	0.0041	breast_msk_2018	Primary	733	713
BAP1	HR+	0.0081	breast_msk_2018	Primary	733	713
TNFAIP3	HR+	0.0027	breast_msk_2018	Primary	733	713
ARID2	HR+	0.0014	breast_msk_2018	Primary	733	713
EPHB1	HR+	0.0068	breast_msk_2018	Primary	733	713
NTRK1	HR+	0.0014	breast_msk_2018	Primary	733	713
PALB2	HR+	0.0068	breast_msk_2018	Primary	733	713
RB1	HR+	0.0068	breast_msk_2018	Primary	733	713
KRAS	HR+	0.0054	breast_msk_2018	Primary	733	713
ERCC5	HR+	0.0054	breast_msk_2018	Primary	733	713
APC	HR+	0.0054	breast_msk_2018	Primary	733	713
IGF1R	HR+	0.0054	breast_msk_2018	Primary	733	713
HNF1A	HR+	0.0054	breast_msk_2018	Primary	733	713
ERBB4	HR+	0.0054	breast_msk_2018	Primary	733	713
JAK1	HR+	0.0054	breast_msk_2018	Primary	733	713
PBRM1	HR+	0.0054	breast_msk_2018	Primary	733	713
PIK3R1	HR+	0.0041	breast_msk_2018	Primary	733	713
BRCA1	HR+	0.0054	breast_msk_2018	Primary	733	713
PDGFRA	HR+	0.0054	breast_msk_2018	Primary	733	713
ROS1	HR+	0.0054	breast_msk_2018	Primary	733	713
RET	HR+	0.0054	breast_msk_2018	Primary	733	713
SMO	HR+	0.0054	breast_msk_2018	Primary	733	713
EZH2	HR+	0.0054	breast_msk_2018	Primary	733	713
TET1	HR+	0.0041	breast_msk_2018	Primary	733	713
KIT	HR+	0.0041	breast_msk_2018	Primary	733	713
CDK12	HR+	0.0041	breast_msk_2018	Primary	733	713
NBN	HR+	0.0108	breast_msk_2018	Primary	733	713
ERCC4	HR+	0.0041	breast_msk_2018	Primary	733	713
FGFR4	HR+	0.0041	breast_msk_2018	Primary	733	713
ARID1B	HR+	0.0041	breast_msk_2018	Primary	733	713
PIK3R2	HR+	0.0041	breast_msk_2018	Primary	733	713
TSC2	HR+	0.0041	breast_msk_2018	Primary	733	713
GNAS	HR+	0.0041	breast_msk_2018	Primary	733	713
CARD11	HR+	0.0041	breast_msk_2018	Primary	733	713
TGFBR2	HR+	0.0041	breast_msk_2018	Primary	733	713
IDH1	HR+	0.0041	breast_msk_2018	Primary	733	713
JAK2	HR+	0.0027	breast_msk_2018	Primary	733	713
PIK3CD	HR+	0.0027	breast_msk_2018	Primary	733	713
CHEK2	HR+	0.0027	breast_msk_2018	Primary	733	713
SDHB	HR+	0.0027	breast_msk_2018	Primary	733	713
IKBKE	HR+	0.0027	breast_msk_2018	Primary	733	713
RARA	HR+	0.0027	breast_msk_2018	Primary	733	713
PRDM1	HR+	0.0014	breast_msk_2018	Primary	733	713
NOTCH2	HR+	0.0081	breast_msk_2018	Primary	733	713
MTOR	HR+	0.0081	breast_msk_2018	Primary	733	713
MET	HR+	0.0081	breast_msk_2018	Primary	733	713
DICER1	HR+	0.0081	breast_msk_2018	Primary	733	713
DNMT3A	HR+	0.0081	breast_msk_2018	Primary	733	713
SYK	HR+	0.0081	breast_msk_2018	Primary	733	713
CIC	HR+	0.0081	breast_msk_2018	Primary	733	713
ERG	HR+	0.0027	breast_msk_2018	Primary	733	713
MSH2	HR+	0.0027	breast_msk_2018	Primary	733	713
KDR	HR+	0.0027	breast_msk_2018	Primary	733	713
NTRK3	HR+	0.0027	breast_msk_2018	Primary	733	713
ASXL2	HR+	0.0027	breast_msk_2018	Primary	733	713
CBL	HR+	0.0027	breast_msk_2018	Primary	733	713
HRAS	HR+	0.0027	breast_msk_2018	Primary	733	713
NPM1	HR+	0.0027	breast_msk_2018	Primary	733	713
RAF1	HR+	0.0027	breast_msk_2018	Primary	733	713
EPHA3	HR+	0.0068	breast_msk_2018	Primary	733	713
PPP2R1A	HR+	0.0068	breast_msk_2018	Primary	733	713
PARP1	HR+	0.0014	breast_msk_2018	Primary	733	713
TSC1	HR+	0.0054	breast_msk_2018	Primary	733	713
MSH6	HR+	0.0054	breast_msk_2018	Primary	733	713
IRF4	HR+	0.0054	breast_msk_2018	Primary	733	713
NFE2L2	HR+	0.0054	breast_msk_2018	Primary	733	713
FH	HR+	0.0054	breast_msk_2018	Primary	733	713
NOTCH4	HR+	0.0054	breast_msk_2018	Primary	733	713
ABL1	HR+	0.0054	breast_msk_2018	Primary	733	713
BRAF	HR+	0.0054	breast_msk_2018	Primary	733	713
AKT2	HR+	0.0054	breast_msk_2018	Primary	733	713
IDH2	HR+	0.0014	breast_msk_2018	Primary	733	713
FOXL2	HR+	0.0014	breast_msk_2018	Primary	733	713
CDK8	HR+	0.0014	breast_msk_2018	Primary	733	713
FBXW7	HR+	0.0014	breast_msk_2018	Primary	733	713
JUN	HR+	0.0014	breast_msk_2018	Primary	733	713
SMARCB1	HR+	0.0014	breast_msk_2018	Primary	733	713
IL7R	HR+	0.0014	breast_msk_2018	Primary	733	713
PRKAR1A	HR+	0.0014	breast_msk_2018	Primary	733	713
MYCN	HR+	0.0014	breast_msk_2018	Primary	733	713
PTPN11	HR+	0.0014	breast_msk_2018	Primary	733	713
CCND1	HR+	0.0014	breast_msk_2018	Primary	733	713
MCL1	HR+	0.0014	breast_msk_2018	Primary	733	713
RAD50	HR+	0.0014	breast_msk_2018	Primary	733	713
NKX2-1	HR+	0.0014	breast_msk_2018	Primary	733	713
MAP2K1	HR+	0.0041	breast_msk_2018	Primary	733	713
SMARCA4	HR+	0.0041	breast_msk_2018	Primary	733	713
MAP2K2	HR+	0.0041	breast_msk_2018	Primary	733	713
MAP3K13	HR+	0.0041	breast_msk_2018	Primary	733	713
FANCA	HR+	0.0041	breast_msk_2018	Primary	733	713
GATA2	HR+	0.0041	breast_msk_2018	Primary	733	713
DAXX	HR+	0.0041	breast_msk_2018	Primary	733	713
PAX5	HR+	0.0041	breast_msk_2018	Primary	733	713
CSF1R	HR+	0.0041	breast_msk_2018	Primary	733	713
FGFR2	HR+	0.0041	breast_msk_2018	Primary	733	713
MRE11	HR+	0.0041	breast_msk_2018	Primary	733	713
ERCC2	HR+	0.0041	breast_msk_2018	Primary	733	713
MLH1	HR+	0.0041	breast_msk_2018	Primary	733	713
FGFR3	HR+	0.0041	breast_msk_2018	Primary	733	713
SRC	HR+	0.0027	breast_msk_2018	Primary	733	713
ETV1	HR+	0.0027	breast_msk_2018	Primary	733	713
AXL	HR+	0.0027	breast_msk_2018	Primary	733	713
TNFRSF14	HR+	0.0027	breast_msk_2018	Primary	733	713
BLM	HR+	0.0027	breast_msk_2018	Primary	733	713
TSHR	HR+	0.0027	breast_msk_2018	Primary	733	713
CDC73	HR+	0.0027	breast_msk_2018	Primary	733	713
IRS2	HR+	0.0027	breast_msk_2018	Primary	733	713
CDK4	HR+	0.0027	breast_msk_2018	Primary	733	713
MYD88	HR+	0.0027	breast_msk_2018	Primary	733	713
MITF	HR+	0.0027	breast_msk_2018	Primary	733	713
SMAD2	HR+	0.0027	breast_msk_2018	Primary	733	713
MPL	HR+	0.0027	breast_msk_2018	Primary	733	713
BCL6	HR+	0.0027	breast_msk_2018	Primary	733	713
FLT3	HR+	0.0027	breast_msk_2018	Primary	733	713
ERCC3	HR+	0.0027	breast_msk_2018	Primary	733	713
GNA11	HR+	0.0027	breast_msk_2018	Primary	733	713
SMARCD1	HR+	0.0027	breast_msk_2018	Primary	733	713
PMS2	HR+	0.0027	breast_msk_2018	Primary	733	713
BMPR1A	HR+	0.0014	breast_msk_2018	Primary	733	713
KEAP1	HR+	0.0014	breast_msk_2018	Primary	733	713
PMS1	HR+	0.0014	breast_msk_2018	Primary	733	713
VHL	HR+	0.0014	breast_msk_2018	Primary	733	713
PDGFRB	HR+	0.0014	breast_msk_2018	Primary	733	713
GNAQ	HR+	0.0014	breast_msk_2018	Primary	733	713
CTNNB1	HR+	0.0014	breast_msk_2018	Primary	733	713
WT1	HR+	0.0014	breast_msk_2018	Primary	733	713
MYC	HR+	0.0014	breast_msk_2018	Primary	733	713
PIM1	HR+	0	breast_msk_2018	Primary	733	713
CD79B	HR+	0	breast_msk_2018	Primary	733	713
MAPK1	HR+	0.0014	breast_msk_2018	Primary	733	713
FANCC	HR+	0.0014	breast_msk_2018	Primary	733	713
CASP8	HR+	0.0014	breast_msk_2018	Primary	733	713
AURKB	HR+	0.0014	breast_msk_2018	Primary	733	713
FLCN	HR+	0	breast_msk_2018	Primary	733	713
REL	HR+	0.0014	breast_msk_2018	Primary	733	713
AURKA	HR+	0	breast_msk_2018	Primary	733	713
PHOX2B	HR+	0.0014	breast_msk_2018	Primary	733	713
FGFR1	HR+	0.0014	breast_msk_2018	Primary	733	713
PIK3CA	HER2+	0.2989	breast_msk_2018	Primary	80	79
CDH1	HER2+	0.046	breast_msk_2018	Primary	80	79
MAP3K1	HER2+	0	breast_msk_2018	Primary	80	79
KMT2C	HER2+	0.046	breast_msk_2018	Primary	80	79
PTEN	HER2+	0.046	breast_msk_2018	Primary	80	79
AKT1	HER2+	0	breast_msk_2018	Primary	80	79
GATA3	HER2+	0.046	breast_msk_2018	Primary	80	79
SF3B1	HER2+	0.023	breast_msk_2018	Primary	80	79
BRCA2	HER2+	0.0115	breast_msk_2018	Primary	80	79
ARID1A	HER2+	0.023	breast_msk_2018	Primary	80	79
ERBB2	HER2+	0.023	breast_msk_2018	Primary	80	79
NF1	HER2+	0.023	breast_msk_2018	Primary	80	79
ERBB3	HER2+	0.023	breast_msk_2018	Primary	80	79
ATM	HER2+	0.0345	breast_msk_2018	Primary	80	79
KMT2A	HER2+	0.023	breast_msk_2018	Primary	80	79
PIK3CG	HER2+	0.0345	breast_msk_2018	Primary	80	79
NOTCH1	HER2+	0	breast_msk_2018	Primary	80	79
NCOR1	HER2+	0.0115	breast_msk_2018	Primary	80	79
CBFB	HER2+	0.0115	breast_msk_2018	Primary	80	79
MAP2K4	HER2+	0.0115	breast_msk_2018	Primary	80	79
JAK3	HER2+	0.023	breast_msk_2018	Primary	80	79
ASXL1	HER2+	0.023	breast_msk_2018	Primary	80	79
RUNX1	HER2+	0.0115	breast_msk_2018	Primary	80	79
TBX3	HER2+	0.0115	breast_msk_2018	Primary	80	79
PTPRD	HER2+	0.0345	breast_msk_2018	Primary	80	79
NSD1	HER2+	0.0345	breast_msk_2018	Primary	80	79
CDKN2A	HER2+	0.0115	breast_msk_2018	Primary	80	79
CREBBP	HER2+	0	breast_msk_2018	Primary	80	79
ARID5B	HER2+	0.0115	breast_msk_2018	Primary	80	79
MEN1	HER2+	0	breast_msk_2018	Primary	80	79
KMT2D	HER2+	0	breast_msk_2018	Primary	80	79
SETD2	HER2+	0.0115	breast_msk_2018	Primary	80	79
DDR2	HER2+	0.0115	breast_msk_2018	Primary	80	79
STK11	HER2+	0.0115	breast_msk_2018	Primary	80	79
CTCF	HER2+	0	breast_msk_2018	Primary	80	79
EGFR	HER2+	0.0115	breast_msk_2018	Primary	80	79
EP300	HER2+	0.0115	breast_msk_2018	Primary	80	79
PTCH1	HER2+	0.023	breast_msk_2018	Primary	80	79
FOXP1	HER2+	0.0115	breast_msk_2018	Primary	80	79
RECQL4	HER2+	0.023	breast_msk_2018	Primary	80	79
FLT1	HER2+	0.0115	breast_msk_2018	Primary	80	79
ESR1	HER2+	0	breast_msk_2018	Primary	80	79
PTPRT	HER2+	0	breast_msk_2018	Primary	80	79
CDKN1B	HER2+	0.0115	breast_msk_2018	Primary	80	79
ALK	HER2+	0.0345	breast_msk_2018	Primary	80	79
PIK3CB	HER2+	0.0115	breast_msk_2018	Primary	80	79
XPO1	HER2+	0.0115	breast_msk_2018	Primary	80	79
ATR	HER2+	0.0115	breast_msk_2018	Primary	80	79
FLT4	HER2+	0	breast_msk_2018	Primary	80	79
SMAD4	HER2+	0.023	breast_msk_2018	Primary	80	79
BRIP1	HER2+	0.0115	breast_msk_2018	Primary	80	79
IKZF1	HER2+	0.0115	breast_msk_2018	Primary	80	79
BAP1	HER2+	0	breast_msk_2018	Primary	80	79
TNFAIP3	HER2+	0.0115	breast_msk_2018	Primary	80	79
ARID2	HER2+	0.023	breast_msk_2018	Primary	80	79
EPHB1	HER2+	0.023	breast_msk_2018	Primary	80	79
NTRK1	HER2+	0.0115	breast_msk_2018	Primary	80	79
PALB2	HER2+	0.0115	breast_msk_2018	Primary	80	79
RB1	HER2+	0.0115	breast_msk_2018	Primary	80	79
KRAS	HER2+	0.0345	breast_msk_2018	Primary	80	79
ERCC5	HER2+	0	breast_msk_2018	Primary	80	79
APC	HER2+	0	breast_msk_2018	Primary	80	79
IGF1R	HER2+	0	breast_msk_2018	Primary	80	79
HNF1A	HER2+	0	breast_msk_2018	Primary	80	79
ERBB4	HER2+	0	breast_msk_2018	Primary	80	79
JAK1	HER2+	0.023	breast_msk_2018	Primary	80	79
PBRM1	HER2+	0	breast_msk_2018	Primary	80	79
PIK3R1	HER2+	0	breast_msk_2018	Primary	80	79
BRCA1	HER2+	0	breast_msk_2018	Primary	80	79
PDGFRA	HER2+	0.0115	breast_msk_2018	Primary	80	79
ROS1	HER2+	0.0115	breast_msk_2018	Primary	80	79
RET	HER2+	0.0115	breast_msk_2018	Primary	80	79
SMO	HER2+	0	breast_msk_2018	Primary	80	79
EZH2	HER2+	0	breast_msk_2018	Primary	80	79
TET1	HER2+	0.0345	breast_msk_2018	Primary	80	79
KIT	HER2+	0.0345	breast_msk_2018	Primary	80	79
CDK12	HER2+	0.023	breast_msk_2018	Primary	80	79
NBN	HER2+	0	breast_msk_2018	Primary	80	79
ERCC4	HER2+	0	breast_msk_2018	Primary	80	79
FGFR4	HER2+	0.0115	breast_msk_2018	Primary	80	79
ARID1B	HER2+	0	breast_msk_2018	Primary	80	79
PIK3R2	HER2+	0.0115	breast_msk_2018	Primary	80	79
TSC2	HER2+	0	breast_msk_2018	Primary	80	79
GNAS	HER2+	0.0115	breast_msk_2018	Primary	80	79
CARD11	HER2+	0.0115	breast_msk_2018	Primary	80	79
TGFBR2	HER2+	0	breast_msk_2018	Primary	80	79
IDH1	HER2+	0	breast_msk_2018	Primary	80	79
JAK2	HER2+	0	breast_msk_2018	Primary	80	79
PIK3CD	HER2+	0.023	breast_msk_2018	Primary	80	79
CHEK2	HER2+	0	breast_msk_2018	Primary	80	79
SDHB	HER2+	0.023	breast_msk_2018	Primary	80	79
IKBKE	HER2+	0	breast_msk_2018	Primary	80	79
RARA	HER2+	0.023	breast_msk_2018	Primary	80	79
PRDM1	HER2+	0.046	breast_msk_2018	Primary	80	79
NOTCH2	HER2+	0	breast_msk_2018	Primary	80	79
MTOR	HER2+	0	breast_msk_2018	Primary	80	79
MET	HER2+	0	breast_msk_2018	Primary	80	79
DICER1	HER2+	0	breast_msk_2018	Primary	80	79
DNMT3A	HER2+	0	breast_msk_2018	Primary	80	79
SYK	HER2+	0	breast_msk_2018	Primary	80	79
CIC	HER2+	0	breast_msk_2018	Primary	80	79
ERG	HER2+	0.0115	breast_msk_2018	Primary	80	79
MSH2	HER2+	0	breast_msk_2018	Primary	80	79
KDR	HER2+	0	breast_msk_2018	Primary	80	79
NTRK3	HER2+	0	breast_msk_2018	Primary	80	79
ASXL2	HER2+	0	breast_msk_2018	Primary	80	79
CBL	HER2+	0	breast_msk_2018	Primary	80	79
HRAS	HER2+	0	breast_msk_2018	Primary	80	79
NPM1	HER2+	0	breast_msk_2018	Primary	80	79
RAF1	HER2+	0	breast_msk_2018	Primary	80	79
EPHA3	HER2+	0	breast_msk_2018	Primary	80	79
PPP2R1A	HER2+	0	breast_msk_2018	Primary	80	79
PARP1	HER2+	0	breast_msk_2018	Primary	80	79
TSC1	HER2+	0	breast_msk_2018	Primary	80	79
MSH6	HER2+	0	breast_msk_2018	Primary	80	79
IRF4	HER2+	0	breast_msk_2018	Primary	80	79
NFE2L2	HER2+	0	breast_msk_2018	Primary	80	79
FH	HER2+	0	breast_msk_2018	Primary	80	79
NOTCH4	HER2+	0	breast_msk_2018	Primary	80	79
ABL1	HER2+	0	breast_msk_2018	Primary	80	79
BRAF	HER2+	0	breast_msk_2018	Primary	80	79
AKT2	HER2+	0	breast_msk_2018	Primary	80	79
IDH2	HER2+	0.0115	breast_msk_2018	Primary	80	79
FOXL2	HER2+	0	breast_msk_2018	Primary	80	79
CDK8	HER2+	0	breast_msk_2018	Primary	80	79
FBXW7	HER2+	0.0115	breast_msk_2018	Primary	80	79
JUN	HER2+	0	breast_msk_2018	Primary	80	79
SMARCB1	HER2+	0	breast_msk_2018	Primary	80	79
IL7R	HER2+	0	breast_msk_2018	Primary	80	79
PRKAR1A	HER2+	0	breast_msk_2018	Primary	80	79
MYCN	HER2+	0	breast_msk_2018	Primary	80	79
PTPN11	HER2+	0.0115	breast_msk_2018	Primary	80	79
CCND1	HER2+	0	breast_msk_2018	Primary	80	79
MCL1	HER2+	0.0115	breast_msk_2018	Primary	80	79
RAD50	HER2+	0.0115	breast_msk_2018	Primary	80	79
NKX2-1	HER2+	0.0115	breast_msk_2018	Primary	80	79
MAP2K1	HER2+	0	breast_msk_2018	Primary	80	79
SMARCA4	HER2+	0	breast_msk_2018	Primary	80	79
MAP2K2	HER2+	0	breast_msk_2018	Primary	80	79
MAP3K13	HER2+	0	breast_msk_2018	Primary	80	79
FANCA	HER2+	0	breast_msk_2018	Primary	80	79
GATA2	HER2+	0	breast_msk_2018	Primary	80	79
DAXX	HER2+	0	breast_msk_2018	Primary	80	79
PAX5	HER2+	0	breast_msk_2018	Primary	80	79
CSF1R	HER2+	0	breast_msk_2018	Primary	80	79
FGFR2	HER2+	0	breast_msk_2018	Primary	80	79
MRE11	HER2+	0	breast_msk_2018	Primary	80	79
ERCC2	HER2+	0	breast_msk_2018	Primary	80	79
MLH1	HER2+	0	breast_msk_2018	Primary	80	79
FGFR3	HER2+	0	breast_msk_2018	Primary	80	79
SRC	HER2+	0	breast_msk_2018	Primary	80	79
ETV1	HER2+	0	breast_msk_2018	Primary	80	79
AXL	HER2+	0	breast_msk_2018	Primary	80	79
TNFRSF14	HER2+	0	breast_msk_2018	Primary	80	79
BLM	HER2+	0	breast_msk_2018	Primary	80	79
TSHR	HER2+	0	breast_msk_2018	Primary	80	79
CDC73	HER2+	0	breast_msk_2018	Primary	80	79
IRS2	HER2+	0	breast_msk_2018	Primary	80	79
CDK4	HER2+	0	breast_msk_2018	Primary	80	79
MYD88	HER2+	0	breast_msk_2018	Primary	80	79
MITF	HER2+	0	breast_msk_2018	Primary	80	79
SMAD2	HER2+	0	breast_msk_2018	Primary	80	79
MPL	HER2+	0	breast_msk_2018	Primary	80	79
BCL6	HER2+	0	breast_msk_2018	Primary	80	79
FLT3	HER2+	0	breast_msk_2018	Primary	80	79
ERCC3	HER2+	0	breast_msk_2018	Primary	80	79
GNA11	HER2+	0	breast_msk_2018	Primary	80	79
SMARCD1	HER2+	0	breast_msk_2018	Primary	80	79
PMS2	HER2+	0	breast_msk_2018	Primary	80	79
BMPR1A	HER2+	0	breast_msk_2018	Primary	80	79
KEAP1	HER2+	0	breast_msk_2018	Primary	80	79
PMS1	HER2+	0	breast_msk_2018	Primary	80	79
VHL	HER2+	0	breast_msk_2018	Primary	80	79
PDGFRB	HER2+	0	breast_msk_2018	Primary	80	79
GNAQ	HER2+	0	breast_msk_2018	Primary	80	79
CTNNB1	HER2+	0	breast_msk_2018	Primary	80	79
WT1	HER2+	0	breast_msk_2018	Primary	80	79
MYC	HER2+	0	breast_msk_2018	Primary	80	79
PIM1	HER2+	0	breast_msk_2018	Primary	80	79
CD79B	HER2+	0	breast_msk_2018	Primary	80	79
MAPK1	HER2+	0	breast_msk_2018	Primary	80	79
FANCC	HER2+	0	breast_msk_2018	Primary	80	79
CASP8	HER2+	0	breast_msk_2018	Primary	80	79
AURKB	HER2+	0	breast_msk_2018	Primary	80	79
FLCN	HER2+	0.0115	breast_msk_2018	Primary	80	79
REL	HER2+	0	breast_msk_2018	Primary	80	79
AURKA	HER2+	0	breast_msk_2018	Primary	80	79
PHOX2B	HER2+	0	breast_msk_2018	Primary	80	79
FGFR1	HER2+	0	breast_msk_2018	Primary	80	79
PIK3CA	TNBC	0.0989	breast_msk_2018	Primary	90	90
CDH1	TNBC	0.022	breast_msk_2018	Primary	90	90
MAP3K1	TNBC	0.044	breast_msk_2018	Primary	90	90
KMT2C	TNBC	0.0659	breast_msk_2018	Primary	90	90
PTEN	TNBC	0.011	breast_msk_2018	Primary	90	90
AKT1	TNBC	0.022	breast_msk_2018	Primary	90	90
GATA3	TNBC	0	breast_msk_2018	Primary	90	90
SF3B1	TNBC	0	breast_msk_2018	Primary	90	90
BRCA2	TNBC	0.0549	breast_msk_2018	Primary	90	90
ARID1A	TNBC	0.011	breast_msk_2018	Primary	90	90
ERBB2	TNBC	0.033	breast_msk_2018	Primary	90	90
NF1	TNBC	0.044	breast_msk_2018	Primary	90	90
ERBB3	TNBC	0.011	breast_msk_2018	Primary	90	90
ATM	TNBC	0.022	breast_msk_2018	Primary	90	90
KMT2A	TNBC	0.044	breast_msk_2018	Primary	90	90
PIK3CG	TNBC	0.022	breast_msk_2018	Primary	90	90
NOTCH1	TNBC	0.0659	breast_msk_2018	Primary	90	90
NCOR1	TNBC	0.011	breast_msk_2018	Primary	90	90
CBFB	TNBC	0	breast_msk_2018	Primary	90	90
MAP2K4	TNBC	0	breast_msk_2018	Primary	90	90
JAK3	TNBC	0.022	breast_msk_2018	Primary	90	90
ASXL1	TNBC	0.022	breast_msk_2018	Primary	90	90
RUNX1	TNBC	0.011	breast_msk_2018	Primary	90	90
TBX3	TNBC	0	breast_msk_2018	Primary	90	90
PTPRD	TNBC	0	breast_msk_2018	Primary	90	90
NSD1	TNBC	0.011	breast_msk_2018	Primary	90	90
CDKN2A	TNBC	0.022	breast_msk_2018	Primary	90	90
CREBBP	TNBC	0.033	breast_msk_2018	Primary	90	90
ARID5B	TNBC	0	breast_msk_2018	Primary	90	90
MEN1	TNBC	0.011	breast_msk_2018	Primary	90	90
KMT2D	TNBC	0.022	breast_msk_2018	Primary	90	90
SETD2	TNBC	0.033	breast_msk_2018	Primary	90	90
DDR2	TNBC	0.022	breast_msk_2018	Primary	90	90
STK11	TNBC	0.011	breast_msk_2018	Primary	90	90
CTCF	TNBC	0.011	breast_msk_2018	Primary	90	90
EGFR	TNBC	0	breast_msk_2018	Primary	90	90
EP300	TNBC	0.033	breast_msk_2018	Primary	90	90
PTCH1	TNBC	0.011	breast_msk_2018	Primary	90	90
FOXP1	TNBC	0.011	breast_msk_2018	Primary	90	90
RECQL4	TNBC	0.011	breast_msk_2018	Primary	90	90
FLT1	TNBC	0.033	breast_msk_2018	Primary	90	90
ESR1	TNBC	0	breast_msk_2018	Primary	90	90
PTPRT	TNBC	0.011	breast_msk_2018	Primary	90	90
CDKN1B	TNBC	0	breast_msk_2018	Primary	90	90
ALK	TNBC	0	breast_msk_2018	Primary	90	90
PIK3CB	TNBC	0.011	breast_msk_2018	Primary	90	90
XPO1	TNBC	0.011	breast_msk_2018	Primary	90	90
ATR	TNBC	0.011	breast_msk_2018	Primary	90	90
FLT4	TNBC	0.022	breast_msk_2018	Primary	90	90
SMAD4	TNBC	0	breast_msk_2018	Primary	90	90
BRIP1	TNBC	0.011	breast_msk_2018	Primary	90	90
IKZF1	TNBC	0.011	breast_msk_2018	Primary	90	90
BAP1	TNBC	0.011	breast_msk_2018	Primary	90	90
TNFAIP3	TNBC	0.011	breast_msk_2018	Primary	90	90
ARID2	TNBC	0.011	breast_msk_2018	Primary	90	90
EPHB1	TNBC	0	breast_msk_2018	Primary	90	90
NTRK1	TNBC	0.011	breast_msk_2018	Primary	90	90
PALB2	TNBC	0	breast_msk_2018	Primary	90	90
RB1	TNBC	0	breast_msk_2018	Primary	90	90
KRAS	TNBC	0	breast_msk_2018	Primary	90	90
ERCC5	TNBC	0.022	breast_msk_2018	Primary	90	90
APC	TNBC	0.022	breast_msk_2018	Primary	90	90
IGF1R	TNBC	0.022	breast_msk_2018	Primary	90	90
