Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Karyotype band	Gene name
ENSG00000267778	1238179	1239522	19	p13.3	AC004221.1
ENSG00000099624	1241746	1244825	19	p13.3	ATP5F1D
ENSG00000167470	1248553	1259140	19	p13.3	MIDN
ENSG00000099622	1259384	1274880	19	p13.3	CIRBP
ENSG00000267493	1267471	1270260	19	p13.3	CIRBP-AS1
ENSG00000228300	1275530	1279244	19	p13.3	FAM174C
ENSG00000099617	1285873	1301431	19	p13.3	EFNA2
ENSG00000240846	1307401	1307719	19	p13.3	RPS15P9
ENSG00000267372	1321225	1322846	19	p13.3	AC005330.1
ENSG00000160953	1354711	1378431	19	p13.3	PWWP3A
ENSG00000279488	1372238	1374364	19	p13.3	AC004623.1
ENSG00000267755	1376773	1377520	19	p13.3	AC005329.2
ENSG00000115286	1383527	1395589	19	p13.3	NDUFS7
ENSG00000280486	1385473	1389665	19	p13.3	AC005329.3
ENSG00000248015	1392170	1396467	19	p13.3	AC005329.1
ENSG00000130005	1397026	1401570	19	p13.3	GAMT
ENSG00000071626	1407569	1435687	19	p13.3	DAZAP1
ENSG00000115268	1438358	1440495	19	p13.3	RPS15
ENSG00000268798	1440839	1441938	19	p13.3	AC027307.3
ENSG00000115266	1446302	1473244	19	p13.3	APC2
ENSG00000267317	1457670	1458580	19	p13.3	AC027307.2
ENSG00000119559	1461143	1479219	19	p13.3	C19orf25
ENSG00000115257	1481428	1490752	19	p13.3	PCSK4
ENSG00000115255	1491166	1497927	19	p13.3	REEP6
ENSG00000185761	1505022	1513604	19	p13.3	ADAMTSL5
ENSG00000185988	1508023	1536046	19	p13.3	PLK5
ENSG00000267092	1508375	1508963	19	p13.3	AC027307.1
ENSG00000181588	1554669	1568058	19	p13.3	MEX3D
ENSG00000239367	1570575	1570860	19	p13.3	RN7SL477P
ENSG00000071655	1573596	1592865	19	p13.3	MBD3
ENSG00000279009	1576939	1577086	19	p13.3	AC005943.2
ENSG00000267059	1578339	1605445	19	p13.3	AC005943.1
ENSG00000127540	1597169	1605473	19	p13.3	UQCR11
ENSG00000071564	1609290	1652615	19	p13.3	TCF3
ENSG00000252933	1616492	1616595	19	p13.3	RNU6-1223P
ENSG00000275642	1724115	1724395	19	p13.3	Metazoa_SRP
ENSG00000267073	1748056	1748745	19	p13.3	AC005256.1
ENSG00000205922	1753506	1780988	19	p13.3	ONECUT3
ENSG00000130270	1782075	1812276	19	p13.3	ATP8B3
ENSG00000079313	1815248	1848483	19	p13.3	REXO1
ENSG00000267007	1815249	1815873	19	p13.3	AC012615.2
ENSG00000284216	1816159	1816238	19	p13.3	MIR1909
ENSG00000267244	1822089	1824542	19	p13.3	AC012615.6
ENSG00000267125	1852382	1853622	19	p13.3	AC012615.3
ENSG00000129911	1852399	1863579	19	p13.3	KLF16
ENSG00000267141	1860250	1862019	19	p13.3	AC012615.4
ENSG00000261526	1874871	1876169	19	p13.3	AC012615.1
ENSG00000267232	1875016	1875992	19	p13.3	AC012615.5
ENSG00000129968	1876810	1885496	19	p13.3	ABHD17A
ENSG00000227500	1905372	1926013	19	p13.3	SCAMP4
ENSG00000213638	1905399	1913447	19	p13.3	ADAT3
ENSG00000133275	1941172	1981338	19	p13.3	CSNK1G2
ENSG00000180846	1952531	1954586	19	p13.3	CSNK1G2-AS1
ENSG00000133243	1985438	2034881	19	p13.3	BTBD2
ENSG00000267283	1989401	1990370	19	p13.3	AC005306.1
ENSG00000279653	2002580	2003581	19	p13.3	AC004678.2
ENSG00000275468	2013728	2014656	19	p13.3	AC004678.1
ENSG00000267180	2030853	2031051	19	p13.3	AC007136.1
ENSG00000099875	2037465	2051244	19	p13.3	MKNK2
ENSG00000172081	2071036	2096673	19	p13.3	MOB3A
ENSG00000099840	2096429	2099593	19	p13.3	IZUMO4
ENSG00000065000	2100988	2164468	19	p13.3	AP3D1
ENSG00000104885	2163933	2232578	19	p13.3	DOT1L
ENSG00000267122	2212029	2215565	19	p13.3	AC004490.1
ENSG00000104886	2230084	2237704	19	p13.3	PLEKHJ1
ENSG00000221411	2234062	2234149	19	p13.3	MIR1227
ENSG00000284129	2235829	2235926	19	p13.3	MIR6789
ENSG00000104897	2236824	2248655	19	p13.3	SF3A2
ENSG00000104899	2249309	2252073	19	p13.3	AMH
ENSG00000284272	2250639	2250718	19	p13.3	MIR4321
ENSG00000167476	2252252	2269759	19	p13.3	JSRP1
ENSG00000104904	2269509	2273490	19	p13.3	OAZ1
ENSG00000273734	2269525	2341172	19	p13.3	AC005258.1
ENSG00000188305	2274631	2282175	19	p13.3	PEAK3
ENSG00000220008	2289784	2292024	19	p13.3	LINGO3
ENSG00000288156	2293173	2295781	19	p13.3	AC104530.1
ENSG00000286880	2315162	2316875	19	p13.3	AC005258.2
ENSG00000130332	2321520	2328611	19	p13.3	LSM7
ENSG00000005206	2328615	2355095	19	p13.3	SPPL2B
ENSG00000178297	2360238	2426239	19	p13.3	TMPRSS9
ENSG00000099800	2425625	2427586	19	p13.3	TIMM13
ENSG00000176619	2427638	2456959	19	p13.3	LMNB2
ENSG00000283728	2434914	2435000	19	p13.3	MIR7108
ENSG00000267201	2458935	2462185	19	p13.3	LINC01775
ENSG00000099860	2476122	2478259	19	p13.3	GADD45B
ENSG00000252962	2503047	2503141	19	p13.3	RNU6-993P
ENSG00000176533	2511219	2702694	19	p13.3	GNG7
ENSG00000105694	2538112	2538754	19	p13.3	ELOCP28
ENSG00000263974	2595019	2595291	19	p13.3	RN7SL121P
ENSG00000267412	2610155	2611862	19	p13.3	AC092068.2
ENSG00000277904	2630715	2630793	19	p13.3	MIR7850
ENSG00000267214	2631954	2632849	19	p13.3	AC092068.1
ENSG00000267749	2641838	2643853	19	p13.3	AC092068.3
ENSG00000276097	2700689	2701266	19	p13.3	AC006538.3
ENSG00000176490	2714567	2721372	19	p13.3	DIRAS1
ENSG00000267001	2717769	2740048	19	p13.3	AC006538.2
ENSG00000286460	2721710	2724517	19	p13.3	AC006538.4
ENSG00000261342	2727743	2729327	19	p13.3	AC006538.1
ENSG00000141873	2732204	2740028	19	p13.3	SLC39A3
ENSG00000104969	2754715	2783282	19	p13.3	SGTA
ENSG00000172009	2785503	2815807	19	p13.3	THOP1
ENSG00000172006	2819868	2836735	19	p13.3	ZNF554
ENSG00000186300	2841437	2860471	19	p13.3	ZNF555
ENSG00000267063	2847227	2858716	19	p13.3	AC006130.1
ENSG00000287766	2862270	2864428	19	p13.3	AC006130.3
ENSG00000172000	2867335	2883445	19	p13.3	ZNF556
ENSG00000267398	2874950	2875592	19	p13.3	AC006130.2
ENSG00000266938	2896625	2897222	19	p13.3	AC119403.2
ENSG00000171970	2900898	2918473	19	p13.3	ZNF57
ENSG00000253392	2908371	2926817	19	p13.3	AC119403.1
ENSG00000175691	2933218	2944971	19	p13.3	ZNF77
ENSG00000279452	2949035	2950644	19	p13.3	AC006277.1
ENSG00000104953	2977538	2995179	19	p13.3	TLE6
ENSG00000065717	2997639	3047635	19	p13.3	TLE2
ENSG00000267469	3052910	3053724	19	p13.3	AC005944.1
ENSG00000104964	3052910	3063107	19	p13.3	TLE5
ENSG00000088256	3094362	3123999	19	p13.3	GNA11
ENSG00000267139	3118665	3119304	19	p13.3	AC005262.2
ENSG00000267688	3121116	3122128	19	p13.3	KF456478.1
ENSG00000266944	3130717	3131398	19	p13.3	AC005262.1
ENSG00000060558	3136033	3163749	19	p13.3	GNA15
ENSG00000267551	3141576	3155175	19	p13.3	AC005264.1
ENSG00000125910	3172346	3180332	19	p13.3	S1PR4
ENSG00000125912	3185563	3209575	19	p13.3	NCLN
ENSG00000161082	3224661	3297076	19	p13.3	CELF5
ENSG00000267448	3296765	3306887	19	p13.3	AC010649.1
ENSG00000141905	3314403	3469217	19	p13.3	NFIC
ENSG00000280103	3355554	3355955	19	p13.3	AC007792.1
ENSG00000279599	3371395	3371602	19	p13.3	AC005514.1
ENSG00000095932	3473986	3480525	19	p13.3	SMIM24
ENSG00000284638	3482804	3483446	19	p13.3	AC005551.1
ENSG00000129932	3490821	3500674	19	p13.3	DOHH
ENSG00000105325	3506273	3538330	19	p13.3	FZR1
ENSG00000252408	3521248	3521320	19	p13.3	AC005787.1
ENSG00000161091	3538261	3574290	19	p13.3	MFSD12
ENSG00000183397	3539154	3544030	19	p13.3	C19orf71
ENSG00000267436	3544199	3557569	19	p13.3	AC005786.3
ENSG00000267231	3558015	3558486	19	p13.3	AC005786.2
ENSG00000279590	3567278	3567959	19	p13.3	AC005786.4
ENSG00000266959	3568120	3568273	19	p13.3	AC005786.1
ENSG00000064961	3572777	3579088	19	p13.3	HMG20B
ENSG00000179855	3585478	3593541	19	p13.3	GIPC3
ENSG00000006638	3594507	3606875	19	p13.3	TBXA2R
ENSG00000226800	3607247	3613930	19	p13.3	CACTIN-AS1
ENSG00000105298	3610645	3626815	19	p13.3	CACTIN
ENSG00000186111	3630183	3700468	19	p13.3	PIP5K1C
ENSG00000267304	3672582	3674295	19	p13.3	AC004637.1
ENSG00000105289	3708362	3750813	19	p13.3	TJP3
ENSG00000011132	3750772	3761692	19	p13.3	APBA3
ENSG00000267205	3753840	3756517	19	p13.3	AC005954.2
ENSG00000267138	3754620	3756659	19	p13.3	AC005954.1
ENSG00000183617	3762682	3768575	19	p13.3	MRPL54
ENSG00000173976	3769089	3772228	19	p13.3	RAX2
ENSG00000267148	3775996	3776182	19	p13.3	AC005777.1
ENSG00000007264	3777970	3802129	19	p13.3	MATK
ENSG00000105278	3804024	3869038	19	p13.3	ZFR2
ENSG00000266989	3870991	3872107	19	p13.3	FTLP5
ENSG00000167654	3879864	3928082	19	p13.3	ATCAY
ENSG00000266627	3920245	3920506	19	p13.3	RN7SL202P
ENSG00000077009	3933103	3942416	19	p13.3	NMRK2
ENSG00000167657	3958453	3971123	19	p13.3	DAPK3
ENSG00000283928	3961414	3961512	19	p13.3	MIR637
ENSG00000167658	3976056	3985463	19	p13.3	EEF2
ENSG00000206775	3982507	3982572	19	p13.3	SNORD37
ENSG00000105229	4007736	4039386	19	p13.3	PIAS4
ENSG00000178951	4043303	4066899	19	p13.3	ZBTB7A
ENSG00000268670	4061615	4062749	19	p13.3	AC016586.1
ENSG00000126934	4090321	4124122	19	p13.3	MAP2K2
ENSG00000278007	4127492	4127732	19	p13.3	Metazoa_SRP
ENSG00000060566	4153631	4173054	19	p13.3	CREB3L3
ENSG00000077463	4174109	4182566	19	p13.3	SIRT6
ENSG00000089847	4183354	4224814	19	p13.3	ANKRD24
ENSG00000105246	4229523	4237528	19	p13.3	EBI3
ENSG00000280247	4246339	4247358	19	p13.3	AC005578.1
ENSG00000105248	4247080	4269088	19	p13.3	YJU2
ENSG00000105251	4279266	4290722	19	p13.3	SHD
ENSG00000167664	4292232	4302431	19	p13.3	TMIGD2
ENSG00000105255	4304598	4323843	19	p13.3	FSD1
ENSG00000178078	4324043	4342786	19	p13.3	STAP2
ENSG00000269425	4339577	4343491	19	p13.3	AC104521.1
ENSG00000008382	4343527	4360086	19	p13.3	MPND
ENSG00000269807	4347244	4354057	19	p13.3	AC007292.3
ENSG00000267938	4347780	4349061	19	p13.3	EIF1P6
ENSG00000269318	4356637	4358448	19	p13.3	AC007292.2
ENSG00000141985	4360370	4400547	19	p13.3	SH3GL1
ENSG00000267980	4363789	4364640	19	p13.3	AC007292.1
ENSG00000167670	4402640	4445018	19	p13.3	CHAF1A
ENSG00000267255	4429689	4430934	19	p13.3	AC011498.3
ENSG00000167671	4444999	4457794	19	p13.3	UBXN6
ENSG00000266437	4445978	4446048	19	p13.3	MIR4746
ENSG00000267030	4447304	4448217	19	p13.3	AC011498.2
ENSG00000280239	4448810	4450836	19	p13.3	AC011498.7
ENSG00000267769	4454014	4455286	19	p13.3	AC011498.6
ENSG00000267011	4457962	4471493	19	p13.3	AC011498.1
ENSG00000167674	4472297	4502208	19	p13.3	HDGFL2
ENSG00000167676	4502180	4518465	19	p13.3	PLIN4
ENSG00000214456	4522531	4535224	19	p13.3	PLIN5
ENSG00000267385	4528427	4540067	19	p13.3	AC011498.4
ENSG00000171236	4536402	4540036	19	p13.3	LRG1
ENSG00000167680	4542593	4559684	19	p13.3	SEMA6B
ENSG00000267408	4621194	4622307	19	p13.3	AC011498.5
ENSG00000185361	4639516	4655568	19	p13.3	TNFAIP8L1
ENSG00000074842	4641374	4670362	19	p13.3	MYDGF
ENSG00000268565	4654964	4655524	19	p13.3	AC005339.1
ENSG00000142002	4675224	4724673	19	p13.3	DPP9
ENSG00000205790	4679282	4685948	19	p13.3	DPP9-AS1
ENSG00000287884	4692021	4694340	19	p13.3	AC005594.1
ENSG00000176840	4769031	4785077	19	p13.3	MIR7-3HG
ENSG00000207630	4770670	4770779	19	p13.3	MIR7-3
ENSG00000268536	4785120	4791207	19	p13.3	AC005523.1
ENSG00000141965	4791734	4801273	19	p13.3	FEM1A
ENSG00000269604	4791745	4795559	19	p13.3	AC005523.2
ENSG00000127666	4815932	4831712	19	p13.3	TICAM1
ENSG00000267484	4838332	4838907	19	p13.3	AC027319.1
ENSG00000105355	4838341	4867694	19	p13.3	PLIN3
ENSG00000205784	4890437	4902896	19	p13.3	ARRDC5
ENSG00000276043	4903080	4962154	19	p13.3	UHRF1
ENSG00000263409	4932687	4932740	19	p13.3	MIR4747
ENSG00000127663	4969113	5153598	19	p13.3	KDM4B
ENSG00000105426	5158495	5340803	19	p13.3	PTPRS
ENSG00000267550	5178119	5178464	19	p13.3	AC022517.1
ENSG00000239524	5277734	5278133	19	p13.3	RPL32P34
ENSG00000274447	5294247	5294696	19	p13.3	AC005790.1
ENSG00000105428	5455417	5456856	19	p13.3	ZNRF4
ENSG00000223573	5558167	5578349	19	p13.3	TINCR
ENSG00000233270	5576660	5576938	19	p13.3	SNRPEP4
ENSG00000130254	5586999	5624046	19	p13.3	SAFB2
ENSG00000160633	5623035	5668478	19	p13.3	SAFB
ENSG00000130255	5674947	5691875	19	p13.3	RPL36
ENSG00000174917	5678421	5680516	19	p13.3	MICOS13
ENSG00000167733	5680604	5688523	19	p13.3	HSD11B1L
ENSG00000196365	5691834	5720572	19	p13.3	LONP1
ENSG00000174898	5720637	5778734	19	p13.3	CATSPERD
ENSG00000212123	5782960	5784746	19	p13.3	PRR22
ENSG00000267157	5784005	5785619	19	p13.3	AC011499.1
ENSG00000141994	5784832	5791225	19	p13.3	DUS3L
ENSG00000171119	5823802	5828324	19	p13.3	NRTN
ENSG00000156413	5830408	5839722	19	p13.3	FUT6
ENSG00000171124	5842888	5851474	19	p13.3	FUT3
ENSG00000267709	5847467	5858239	19	p13.3	AC024592.2
ENSG00000130383	5865826	5870540	19	p13.3	FUT5
ENSG00000267740	5866171	5903787	19	p13.3	AC024592.3
ENSG00000174886	5891276	5904006	19	p13.3	NDUFA11
ENSG00000266941	5899895	5901511	19	p13.3	AC024592.1
ENSG00000267314	5904841	5914707	19	p13.3	AC104532.1
ENSG00000187650	5904872	5910853	19	p13.3	VMAC
ENSG00000267571	5911578	5913899	19	p13.3	AC104532.2
ENSG00000105519	5912339	5916211	19	p13.3	CAPS
ENSG00000031823	5916139	5978142	19	p13.3	RANBP3
ENSG00000266983	5978403	6020363	19	p13.3	AC011444.1
ENSG00000087903	5993164	6199572	19	p13.3	RFX2
ENSG00000267262	6067953	6077119	19	p13.3	AC011444.2
ENSG00000267589	6072823	6073527	19	p13.3	AC011444.4
ENSG00000267299	6109322	6125797	19	p13.3	AC011444.3
ENSG00000130377	6135247	6193094	19	p13.3	ACSBG2
ENSG00000267415	6176256	6176442	19	p13.3	AC011471.1
ENSG00000284490	6199405	6205121	19	p13.3	AC011471.4
ENSG00000130382	6210381	6279975	19	p13.3	MLLT1
ENSG00000267563	6259157	6259799	19	p13.3	AC011471.2
ENSG00000280394	6263068	6263469	19	p13.3	AC011471.3
ENSG00000167769	6306142	6333612	19	p13.3	ACER1
ENSG00000269802	6343761	6362149	19	p13.3	AC011491.3
ENSG00000125656	6361531	6370242	19	p13.3	CLPP
ENSG00000125652	6372794	6375250	19	p13.3	ALKBH7
ENSG00000125650	6375148	6379058	19	p13.3	PSPN
ENSG00000125651	6379572	6393981	19	p13.3	GTF2F1
ENSG00000269444	6386762	6390400	19	p13.3	AC011491.2
ENSG00000274390	6389638	6389703	19	p13.3	MIR6885
ENSG00000273758	6392921	6392983	19	p13.3	MIR6790
ENSG00000214347	6393794	6412404	19	p13.3	AC011491.1
ENSG00000088247	6413348	6424794	19	p13.3	KHSRP
ENSG00000284159	6416410	6416511	19	p13.3	MIR3940
ENSG00000181240	6426037	6433779	19	p13.3	SLC25A41
ENSG00000125648	6436079	6465203	19	p13.3	SLC25A23
ENSG00000130545	6463777	6467221	19	p13.3	CRB3
ENSG00000205744	6467207	6482557	19	p13.3	DENND1C
ENSG00000275234	6469465	6470152	19	p13.3	AC010503.5
ENSG00000104833	6494319	6502848	19	p13.3	TUBB4A
ENSG00000268203	6494320	6494805	19	p13.3	AC010503.3
ENSG00000268191	6494320	6495025	19	p13.3	AC010503.2
ENSG00000125657	6531026	6535924	19	p13.3	TNFSF9
ENSG00000268742	6552358	6554494	19	p13.3	AC010503.4
ENSG00000269546	6562123	6563848	19	p13.3	CLIC4P2
ENSG00000199223	6572956	6573057	19	p13.3	AC010503.1
ENSG00000125726	6583183	6604103	19	p13.3	CD70
ENSG00000268785	6593329	6594055	19	p13.3	RPL7P50
ENSG00000125735	6661253	6670588	19	p13.3	TNFSF14
ENSG00000125730	6677704	6730562	19	p13.3	C3
ENSG00000276980	6716386	6717742	19	p13.3	AC008760.2
ENSG00000125734	6729914	6737603	19	p13.3	GPR108
ENSG00000283950	6736712	6736778	19	p13.3	MIR6791
ENSG00000125733	6737925	6751530	19	p13.3	TRIP10
ENSG00000269680	6748293	6751467	19	p13.3	AC008760.1
ENSG00000125731	6752160	6767463	19	p13.3	SH2D3A
ENSG00000141968	6772708	6857366	19	p13.3	VAV1
ENSG00000174837	6887566	6940459	19	p13.3	ADGRE1
ENSG00000280091	6894994	6896832	19	p13.3	AC020895.2
ENSG00000269385	6898299	6898686	19	p13.3	AC020895.1
ENSG00000276568	6928345	6928629	19	p13.2	Metazoa_SRP
ENSG00000268758	6952500	6997872	19	p13.2	ADGRE4P
ENSG00000268845	6953211	6954904	19	p13.2	AC025278.1
ENSG00000269761	7005012	7006074	19	p13.2	AC025278.2
ENSG00000283679	7011884	7012679	19	p13.2	AC025278.3
ENSG00000196589	7018969	7021450	19	p13.2	MBD3L2B
ENSG00000237247	7030578	7033011	19	p13.2	MBD3L5
ENSG00000205718	7037748	7040179	19	p13.2	MBD3L4
ENSG00000230522	7049321	7051735	19	p13.2	MBD3L2
ENSG00000182315	7056209	7058640	19	p13.2	MBD3L3
ENSG00000130544	7069703	7087968	19	p13.2	ZNF557
ENSG00000171105	7112255	7294414	19	p13.2	INSR
ENSG00000263264	7348943	7383385	19	p13.2	AC119396.1
ENSG00000268861	7382834	7470241	19	p13.2	AC008878.3
ENSG00000267852	7390522	7395039	19	p13.2	AC119396.2
ENSG00000104880	7395113	7472484	19	p13.2	ARHGEF18
ENSG00000104883	7476875	7497449	19	p13.2	PEX11G
ENSG00000198723	7492976	7508450	19	p13.2	TEX45
ENSG00000267952	7507052	7519622	19	p13.2	AC008878.1
ENSG00000198816	7515292	7521025	19	p13.2	ZNF358
ENSG00000269371	7519916	7520460	19	p13.2	AC008878.4
ENSG00000090674	7522624	7534009	19	p13.2	MCOLN1
ENSG00000268614	7533595	7540059	19	p13.2	AC008878.2
ENSG00000032444	7534004	7561764	19	p13.2	PNPLA6
ENSG00000076826	7595863	7618304	19	p13.2	CAMSAP3
ENSG00000273657	7617439	7617505	19	p13.2	MIR6792
ENSG00000076924	7619525	7629545	19	p13.2	XAB2
ENSG00000229833	7629793	7631956	19	p13.2	PET100
ENSG00000268400	7629796	7643048	19	p13.2	AC008763.2
ENSG00000174788	7631611	7633719	19	p13.2	PCP2
ENSG00000268204	7633766	7636990	19	p13.2	AC008763.1
ENSG00000076944	7636881	7647873	19	p13.2	STXBP2
ENSG00000269228	7665717	7666476	19	p13.2	RPS27AP19
ENSG00000104918	7669049	7670455	19	p13.2	RETN
ENSG00000183019	7676628	7679826	19	p13.2	MCEMP1
ENSG00000269711	7678501	7682854	19	p13.2	AC008763.3
ENSG00000181029	7680833	7687703	19	p13.2	TRAPPC5
ENSG00000104921	7688758	7702146	19	p13.2	FCER2
ENSG00000182566	7728957	7733906	19	p13.2	CLEC4G
ENSG00000090659	7739993	7747564	19	p13.2	CD209
ENSG00000242636	7750684	7751161	19	p13.2	RPL21P129
ENSG00000104938	7763149	7769605	19	p13.2	CLEC4M
ENSG00000268297	7787549	7790621	19	p13.2	CLEC4GP1
ENSG00000269763	7813615	7814425	19	p13.2	EXOSC3P2
ENSG00000142459	7830233	7864976	19	p13.2	EVI5L
ENSG00000183248	7868719	7874390	19	p13.2	PRR36
ENSG00000268120	7870561	7871296	19	p13.2	AC010336.3
ENSG00000269153	7879445	7880120	19	p13.2	LYPLA2P2
ENSG00000285674	7886977	7887096	19	p13.2	5S_rRNA
ENSG00000171017	7888505	7902021	19	p13.2	LRRC8E
ENSG00000214248	7898804	7903542	19	p13.2	AC010336.1
ENSG00000076984	7903843	7914478	19	p13.2	MAP2K7
ENSG00000268149	7912648	7913518	19	p13.2	AC010336.4
ENSG00000260001	7916145	7919097	19	p13.2	TGFBR3L
ENSG00000260500	7918652	7919157	19	p13.2	AC010336.2
ENSG00000104976	7920338	7923250	19	p13.2	SNAPC2
ENSG00000178531	7924491	7926135	19	p13.2	CTXN1
ENSG00000269139	7926001	7926810	19	p13.2	AC010336.5
ENSG00000104980	7926718	7943667	19	p13.2	TIMM44
ENSG00000286138	7944241	7945400	19	p13.2	AC010336.7
ENSG00000066044	7958573	8005659	19	p13.2	ELAVL1
ENSG00000269813	7959123	7960012	19	p13.2	AC010336.6
ENSG00000267939	8008729	8016025	19	p13.2	AC008946.1
ENSG00000131142	8052767	8062650	19	p13.2	CCL25
ENSG00000142449	8065402	8149592	19	p13.2	FBN3
ENSG00000269651	8173272	8175567	19	p13.2	AC022146.1
ENSG00000090661	8206736	8262421	19	p13.2	CERS4
ENSG00000271717	8222153	8239648	19	p13.2	AC022146.2
ENSG00000167775	8302127	8308358	19	p13.2	CD320
ENSG00000167774	8308283	8321379	19	p13.2	AC010323.1
ENSG00000267855	8308768	8321375	19	p13.2	NDUFA7
ENSG00000233927	8321158	8323340	19	p13.2	RPS28
ENSG00000186994	8322584	8343262	19	p13.2	KANK3
ENSG00000268884	8346517	8347687	19	p13.2	AC010323.2
ENSG00000167772	8363289	8374370	19	p13.2	ANGPTL4
ENSG00000269386	8374373	8390685	19	p13.2	RAB11B-AS1
ENSG00000265390	8389290	8389380	19	p13.2	MIR4999
ENSG00000185236	8389981	8404434	19	p13.2	RAB11B
ENSG00000099785	8413270	8439017	19	p13.2	MARCHF2
ENSG00000268931	8423355	8427827	19	p13.2	AC136469.1
ENSG00000279827	8444570	8445597	19	p13.2	AC136469.2
ENSG00000099783	8444767	8489114	19	p13.2	HNRNPM
ENSG00000133246	8490056	8502640	19	p13.2	PRAM1
ENSG00000133250	8509678	8514167	19	p13.2	ZNF414
ENSG00000142347	8520778	8577577	19	p13.2	MYO1F
ENSG00000268618	8549506	8550139	19	p13.2	AC092316.1
ENSG00000142303	8580240	8610735	19	p13.2	ADAMTS10
ENSG00000267986	8581160	8582715	19	p13.2	AC130469.1
ENSG00000268480	8630635	8677708	19	p13.2	NFILZ
ENSG00000279426	8695721	8696321	19	p13.2	AC243312.1
ENSG00000181786	8697400	8698795	19	p13.2	ACTL9
ENSG00000181733	8721634	8732160	19	p13.2	OR2Z1
ENSG00000269244	8728735	8729204	19	p13.2	RPL23AP78
ENSG00000268922	8778665	8778861	19	p13.2	AC012616.1
ENSG00000167785	8806170	8832314	19	p13.2	ZNF558
ENSG00000269300	8821501	8824110	19	p13.2	AC008734.1
ENSG00000170948	8832398	8843340	19	p13.2	MBD3L1
ENSG00000269400	8833065	8833541	19	p13.2	AC008734.2
ENSG00000181143	8848844	8981342	19	p13.2	MUC16
ENSG00000267332	9019344	9019984	19	p13.2	BOLA3P2
ENSG00000267154	9083112	9083398	19	p13.2	OR1M4P
ENSG00000170929	9087061	9095669	19	p13.2	OR1M1
ENSG00000170923	9100407	9107475	19	p13.2	OR7G2
ENSG00000161807	9114828	9115763	19	p13.2	OR7G1
ENSG00000275787	9122160	9122492	19	p13.2	OR7G15P
ENSG00000170920	9126012	9126950	19	p13.2	OR7G3
ENSG00000130803	9140397	9163424	19	p13.2	ZNF317
ENSG00000188000	9178979	9188818	19	p13.2	OR7D2
ENSG00000267418	9182369	9183048	19	p13.2	ELOCP29
ENSG00000267775	9191286	9192170	19	p13.2	OR7E16P
ENSG00000187847	9198354	9210067	19	p13.2	OR7E25P
ENSG00000174667	9210276	9219589	19	p13.2	OR7D4
ENSG00000188314	9235144	9236076	19	p13.2	OR7D1P
ENSG00000237521	9247344	9252625	19	p13.2	OR7E24
ENSG00000180926	9261015	9261716	19	p13.2	OR7E18P
ENSG00000225980	9265440	9268819	19	p13.2	OR7E19P
ENSG00000226480	9278448	9279369	19	p13.2	OR7H1P
ENSG00000196110	9291140	9309838	19	p13.2	ZNF699
ENSG00000267510	9291515	9294482	19	p13.2	AC011451.1
ENSG00000188321	9323772	9351162	19	p13.2	ZNF559
ENSG00000270011	9324174	9382617	19	p13.2	ZNF559-ZNF177
ENSG00000270614	9348106	9348703	19	p13.2	AC011451.2
ENSG00000188629	9363020	9382617	19	p13.2	ZNF177
ENSG00000283108	9383581	9407055	19	p13.2	AC011451.3
ENSG00000174652	9412461	9435571	19	p13.2	ZNF266
ENSG00000287275	9458119	9462388	19	p13.2	AC011451.4
ENSG00000198028	9466355	9498616	19	p13.2	ZNF560
ENSG00000267273	9498678	9510079	19	p13.2	AC008567.2
ENSG00000287960	9507820	9514539	19	p13.2	AC008567.3
ENSG00000260112	9518150	9519341	19	p13.2	AC008567.1
